rank	node	node_type	visit_count	visit_prob	degree
4665	GATA2	gene	92980	5.106e-05	28
4666	SMAD6	gene	92946	5.104e-05	25
4667	CNOT6L	gene	92934	5.103e-05	29
4668	TMEM199	gene	92898	5.101e-05	22
4669	NUAK2	gene	92874	5.1e-05	32
4670	PLEKHB2	gene	92859	5.099e-05	32
4671	ADGRG5	gene	92854	5.099e-05	31
4672	CCDC115	gene	92844	5.098e-05	22
4673	MPRIP	gene	92839	5.098e-05	34
4674	IRS2	gene	92826	5.097e-05	28
4675	STX18	gene	92817	5.097e-05	25
4676	PDE8B	gene	92796	5.096e-05	12
4677	FANCI	gene	92796	5.096e-05	29
4678	LARP1	gene	92779	5.095e-05	44
4679	NET1	gene	92773	5.094e-05	33
4680	GNG4	gene	92754	5.093e-05	20
4681	TMTC1	gene	92750	5.093e-05	30
4682	IGSF5	gene	92719	5.091e-05	18
4683	ATP5MC3	gene	92716	5.091e-05	25
4684	GATAD1	gene	92700	5.09e-05	33
4685	PDE6B	gene	92679	5.089e-05	16
4686	KANSL3	gene	92665	5.088e-05	32
4687	IGLL5	gene	92645	5.087e-05	27
4688	ZAP70	gene	92585	5.084e-05	22
4689	AXIN2	gene	92561	5.083e-05	27
4690	ABL2	gene	92551	5.082e-05	29
4691	COL1A2	gene	92536	5.081e-05	28
4692	GRM5	gene	92503	5.08e-05	22
4693	IGF1	gene	92495	5.079e-05	24
4694	MYL6B	gene	92470	5.078e-05	27
4695	TM7SF2	gene	92306	5.069e-05	28
4696	FBXO25	gene	92287	5.068e-05	36
4697	SPTLC1	gene	92266	5.066e-05	30
4698	SRSF4	gene	92233	5.065e-05	41
4699	CHCHD2	gene	92228	5.064e-05	39
4700	SLC27A6	gene	92223	5.064e-05	26
4701	CACTIN	gene	92212	5.064e-05	34
4702	SHMT2	gene	92207	5.063e-05	38
4703	CLPB	gene	92197	5.063e-05	35
4704	MTRF1	gene	92191	5.062e-05	46
4705	IFT172	gene	92178	5.062e-05	29
4706	PAK4	gene	92168	5.061e-05	24
4707	EXOSC3	gene	92149	5.06e-05	33
4708	TFAP4	gene	92114	5.058e-05	35
4709	RXRB	gene	92076	5.056e-05	24
4710	AHR	gene	92063	5.055e-05	30
4711	UIMC1	gene	92036	5.054e-05	35
4712	PFKFB4	gene	92030	5.054e-05	29
4713	RNF130	gene	92030	5.054e-05	27
4714	KIF15	gene	92011	5.052e-05	29
4715	FGF4	gene	91998	5.052e-05	25
4716	AGTR1	gene	91988	5.051e-05	23
4717	TOMM70	gene	91985	5.051e-05	26
4718	RHO	gene	91975	5.051e-05	22
4719	DST	gene	91941	5.049e-05	30
4720	ZNF263	gene	91925	5.048e-05	36
4721	SIRT2	gene	91913	5.047e-05	30
4722	AREG	gene	91902	5.047e-05	23
4723	BNIP1	gene	91881	5.045e-05	25
4724	SLC7A5	gene	91856	5.044e-05	29
4725	TUB	gene	91850	5.044e-05	32
4726	TPST1	gene	91836	5.043e-05	31
4727	WHRN	gene	91822	5.042e-05	24
4728	MTMR10	gene	91795	5.041e-05	33
4729	WNT11	gene	91789	5.04e-05	19
4730	CWC27	gene	91786	5.04e-05	30
4731	DDX18	gene	91781	5.04e-05	43
4732	FAM189A2	gene	91760	5.039e-05	32
4733	GTPBP3	gene	91750	5.038e-05	40
4734	ACACA	gene	91699	5.035e-05	35
4735	SMAP2	gene	91671	5.034e-05	39
4736	TOX4	gene	91649	5.033e-05	37
4737	PLG	gene	91632	5.032e-05	29
4738	SPECC1L	gene	91619	5.031e-05	34
4739	FGFR1OP	gene	91615	5.031e-05	29
4740	EXOSC7	gene	91607	5.03e-05	33
4741	RAB35	gene	91567	5.028e-05	28
4742	CHRAC1	gene	91562	5.028e-05	29
4743	STX1B	gene	91562	5.028e-05	25
4744	KCTD7	gene	91551	5.027e-05	26
4745	UTP20	gene	91531	5.026e-05	29
4746	CD3EAP	gene	91531	5.026e-05	36
4747	POLA1	gene	91490	5.024e-05	30
4748	COP1	gene	91487	5.024e-05	28
4749	COG2	gene	91484	5.024e-05	24
4750	NAMPT	gene	91452	5.022e-05	42
4751	BVES	gene	91437	5.021e-05	20
4752	SENP6	gene	91430	5.021e-05	29
4753	FAM171A1	gene	91429	5.021e-05	24
4754	UBA6	gene	91420	5.02e-05	35
4755	CPEB1	gene	91396	5.019e-05	36
4756	HAUS8	gene	91368	5.017e-05	23
4757	WDR46	gene	91352	5.016e-05	34
4758	FGF11	gene	91317	5.014e-05	37
4759	IL1B	gene	91270	5.012e-05	31
4760	ESCO1	gene	91238	5.01e-05	36
4761	GSTP1	gene	91203	5.008e-05	34
4762	AGO4	gene	91199	5.008e-05	29
4763	IPCEF1	gene	91197	5.008e-05	16
4764	SSH3	gene	91173	5.006e-05	28
4765	S100A6	gene	91129	5.004e-05	27
4766	H1-4	gene	91127	5.004e-05	45
4767	AARS2	gene	91106	5.003e-05	45
4768	MOSPD3	gene	91061	5e-05	19
4769	KLHL40	gene	91058	5e-05	24
4770	NACA	gene	91044	4.999e-05	37
4771	RBM42	gene	91031	4.999e-05	41
4772	SP7	gene	91031	4.999e-05	38
4773	ALKBH3	gene	90984	4.996e-05	38
4774	PPP4C	gene	90982	4.996e-05	28
4775	TMEM123	gene	90966	4.995e-05	47
4776	GNA15	gene	90965	4.995e-05	19
4777	RSPH3	gene	90898	4.991e-05	29
4778	NDUFAF4	gene	90868	4.99e-05	26
4779	ANKRD17	gene	90853	4.989e-05	42
4780	KCTD17	gene	90851	4.989e-05	27
4781	TNFAIP8	gene	90812	4.987e-05	25
4782	CCDC120	gene	90812	4.987e-05	24
4783	GPS1	gene	90793	4.986e-05	24
4784	SERTAD4	gene	90783	4.985e-05	19
4785	RBM15	gene	90768	4.984e-05	30
4786	CACNG2	gene	90745	4.983e-05	18
4787	TBRG1	gene	90744	4.983e-05	35
4788	INPP1	gene	90743	4.983e-05	27
4789	MGAT5B	gene	90706	4.981e-05	19
4790	PPP2R5A	gene	90688	4.98e-05	25
4791	FASLG	gene	90644	4.977e-05	30
4792	HOMER1	gene	90642	4.977e-05	22
4793	EIF4EBP3	gene	90586	4.974e-05	21
4794	PRUNE2	gene	90569	4.973e-05	29
4795	BET1	gene	90560	4.973e-05	27
4796	PPARGC1B	gene	90530	4.971e-05	25
4797	HDGF	gene	90513	4.97e-05	40
4798	UTP18	gene	90505	4.97e-05	32
4799	VCAM1	gene	90492	4.969e-05	26
4800	TET1	gene	90457	4.967e-05	24
4801	CSTA	gene	90423	4.965e-05	31
4802	PCYT2	gene	90422	4.965e-05	28
4803	TMEM192	gene	90418	4.965e-05	33
4804	PDSS2	gene	90414	4.965e-05	19
4805	A2M	gene	90348	4.961e-05	24
4806	ARHGEF16	gene	90328	4.96e-05	31
4807	DIS3	gene	90327	4.96e-05	32
4808	ITGAM	gene	90317	4.959e-05	23
4809	TSPAN15	gene	90289	4.958e-05	27
4810	MPPED2	gene	90283	4.958e-05	14
4811	ZNF18	gene	90275	4.957e-05	15
4812	APEX2	gene	90269	4.957e-05	37
4813	PRKAB2	gene	90259	4.956e-05	24
4814	WDR19	gene	90240	4.955e-05	30
4815	CDK10	gene	90186	4.952e-05	28
4816	TXNL4A	gene	90147	4.95e-05	28
4817	MFN1	gene	90139	4.95e-05	22
4818	NOP14	gene	90095	4.947e-05	31
4819	PCDHGA6	gene	90093	4.947e-05	18
4820	PRRC2C	gene	90088	4.947e-05	44
4821	ACAA2	gene	90078	4.946e-05	35
4822	LSM8	gene	90068	4.946e-05	32
4823	GIT1	gene	89988	4.941e-05	23
4824	DNAJC27	gene	89978	4.941e-05	25
4825	SSU72	gene	89977	4.941e-05	26
4826	PWWP3B	gene	89869	4.935e-05	31
4827	STK35	gene	89859	4.934e-05	24
4828	PACRG	gene	89850	4.934e-05	28
4829	R3HDM4	gene	89837	4.933e-05	36
4830	TWF2	gene	89831	4.933e-05	26
4831	PFDN4	gene	89817	4.932e-05	34
4832	TEX10	gene	89765	4.929e-05	29
4833	TNFAIP1	gene	89700	4.926e-05	25
4834	FBXO38	gene	89698	4.925e-05	42
4835	TUBB1	gene	89684	4.925e-05	32
4836	TFB1M	gene	89684	4.925e-05	32
4837	ENSP00000498408	gene	89673	4.924e-05	31
4838	THRSP	gene	89670	4.924e-05	28
4839	PRDX3	gene	89649	4.923e-05	37
4840	KTN1	gene	89631	4.922e-05	36
4841	MARF1	gene	89620	4.921e-05	43
4842	PPP3R1	gene	89619	4.921e-05	23
4843	TRAF4	gene	89617	4.921e-05	31
4844	NRXN3	gene	89607	4.92e-05	21
4845	KMT2B	gene	89572	4.919e-05	33
4846	RBM12B	gene	89556	4.918e-05	36
4847	DYNLT3	gene	89547	4.917e-05	23
4848	PXK	gene	89539	4.917e-05	36
4849	GNGT1	gene	89535	4.917e-05	19
4850	ATP6V0A4	gene	89534	4.916e-05	17
4851	TTC7B	gene	89517	4.916e-05	16
4852	COL18A1	gene	89511	4.915e-05	23
4853	SRSF10	gene	89497	4.914e-05	36
4854	AMMECR1	gene	89493	4.914e-05	26
4855	KBTBD8	gene	89464	4.913e-05	22
4856	GDNF	gene	89450	4.912e-05	22
4857	CAVIN1	gene	89448	4.912e-05	33
4858	IMPDH2	gene	89448	4.912e-05	39
4859	RBM4	gene	89447	4.912e-05	38
4860	PGAM5	gene	89418	4.91e-05	37
4861	GEMIN5	gene	89338	4.906e-05	36
4862	PARP10	gene	89331	4.905e-05	29
4863	ABCF1	gene	89267	4.902e-05	39
4864	HTR2C	gene	89255	4.901e-05	27
4865	RPL39L	gene	89237	4.9e-05	44
4866	CCR5	gene	89179	4.897e-05	23
4867	NIPSNAP1	gene	89179	4.897e-05	42
4868	ITGB7	gene	89176	4.897e-05	22
4869	NF1	gene	89174	4.897e-05	32
4870	EXOC2	gene	89166	4.896e-05	23
4871	FERMT2	gene	89136	4.895e-05	26
4872	XPO5	gene	89133	4.894e-05	31
4873	NME2	gene	89121	4.894e-05	39
4874	GTF3C5	gene	89089	4.892e-05	29
4875	SRCIN1	gene	89080	4.892e-05	27
4876	IGBP1	gene	89072	4.891e-05	36
4877	KLHL21	gene	89001	4.887e-05	21
4878	KIFC1	gene	88974	4.886e-05	28
4879	ALAD	gene	88931	4.883e-05	25
4880	ZBTB38	gene	88925	4.883e-05	35
4881	DCUN1D4	gene	88919	4.883e-05	24
4882	S100B	gene	88908	4.882e-05	28
4883	LAMA2	gene	88907	4.882e-05	18
4884	RRAGB	gene	88905	4.882e-05	26
4885	GFAP	gene	88889	4.881e-05	35
4886	TMEM63C	gene	88878	4.88e-05	23
4887	FAM120C	gene	88856	4.879e-05	47
4888	PCDHB6	gene	88816	4.877e-05	18
4889	KMT2D	gene	88814	4.877e-05	29
4890	SLC29A2	gene	88810	4.877e-05	17
4891	VPS52	gene	88804	4.876e-05	27
4892	GRM1	gene	88798	4.876e-05	25
4893	MDH2	gene	88798	4.876e-05	38
4894	THRB	gene	88793	4.876e-05	24
4895	DAZAP1	gene	88776	4.875e-05	38
4896	BCL10	gene	88770	4.875e-05	27
4897	BTBD1	gene	88755	4.874e-05	29
4898	ENSP00000387111	gene	88747	4.873e-05	41
4899	MAP4	gene	88744	4.873e-05	37
4900	TRIM39	gene	88738	4.873e-05	28
4901	NOVA1	gene	88733	4.872e-05	27
4902	PPP2R5C	gene	88720	4.872e-05	25
4903	ACAD10	gene	88716	4.872e-05	29
4904	PNO1	gene	88715	4.872e-05	30
4905	HDAC8	gene	88691	4.87e-05	26
4906	EDEM3	gene	88669	4.869e-05	23
4907	WIPF1	gene	88622	4.866e-05	25
4908	PLOD1	gene	88607	4.866e-05	33
4909	WDR75	gene	88584	4.864e-05	31
4910	PPP4R4	gene	88543	4.862e-05	31
4911	MYSM1	gene	88538	4.862e-05	34
4912	KRT19	gene	88530	4.861e-05	36
4913	UXS1	gene	88510	4.86e-05	46
4914	ASAP1	gene	88489	4.859e-05	22
4915	CRYAB	gene	88442	4.857e-05	26
4916	SYN1	gene	88422	4.855e-05	23
4917	TP53BP2	gene	88407	4.855e-05	30
4918	NEDD1	gene	88368	4.852e-05	35
4919	ANAPC15	gene	88354	4.852e-05	25
4920	STT3A	gene	88337	4.851e-05	36
4921	ZP1	gene	88335	4.851e-05	14
4922	TNPO1	gene	88334	4.851e-05	32
4923	INO80B	gene	88332	4.85e-05	29
4924	GRAMD1C	gene	88292	4.848e-05	21
4925	TMTC2	gene	88282	4.848e-05	32
4926	KLHL3	gene	88186	4.842e-05	21
4927	TNFRSF1B	gene	88177	4.842e-05	37
4928	STK38L	gene	88149	4.84e-05	40
4929	PDLIM5	gene	88104	4.838e-05	31
4930	HCN4	gene	88091	4.837e-05	10
4931	STAT2	gene	88057	4.835e-05	29
4932	HS1BP3	gene	88045	4.835e-05	31
4933	IFT122	gene	88032	4.834e-05	27
4934	PAM	gene	88012	4.833e-05	24
4935	ACSF2	gene	87972	4.831e-05	36
4936	SLC2A12	gene	87966	4.83e-05	38
4937	DRD2	gene	87959	4.83e-05	22
4938	OGDH	gene	87944	4.829e-05	36
4939	SPTBN2	gene	87919	4.828e-05	28
4940	STK17B	gene	87874	4.825e-05	26
4941	ZNF467	gene	87853	4.824e-05	18
4942	KIAA0586	gene	87849	4.824e-05	27
4943	SNRK	gene	87834	4.823e-05	27
4944	OASL	gene	87831	4.823e-05	48
4945	GNAT1	gene	87820	4.822e-05	17
4946	SYTL1	gene	87817	4.822e-05	19
4947	CACNG4	gene	87776	4.82e-05	18
4948	UBE2V1	gene	87733	4.818e-05	29
4949	KHK	gene	87677	4.815e-05	20
4950	ATOX1	gene	87669	4.814e-05	32
4951	IARS1	gene	87646	4.813e-05	41
4952	DCK	gene	87611	4.811e-05	31
4953	AFTPH	gene	87589	4.81e-05	20
4954	ISY1	gene	87559	4.808e-05	30
4955	GRK2	gene	87542	4.807e-05	22
4956	PPIL2	gene	87541	4.807e-05	29
4957	PTRH2	gene	87536	4.807e-05	35
4958	CASZ1	gene	87501	4.805e-05	22
4959	DPYSL2	gene	87493	4.804e-05	24
4960	INS	gene	87476	4.803e-05	27
4961	PRAMEF9	gene	87440	4.801e-05	51
4962	UROD	gene	87419	4.8e-05	26
4963	TUBA8	gene	87419	4.8e-05	28
4964	BUD13	gene	87405	4.8e-05	27
4965	PPP1R10	gene	87398	4.799e-05	37
4966	PEX13	gene	87362	4.797e-05	19
4967	DDX23	gene	87342	4.796e-05	33
4968	CRY2	gene	87321	4.795e-05	25
4969	FBXL15	gene	87312	4.794e-05	31
4970	FRK	gene	87261	4.792e-05	29
4971	USF1	gene	87252	4.791e-05	29
4972	FGF5	gene	87220	4.789e-05	21
4973	CISH	gene	87218	4.789e-05	22
4974	ZNF669	gene	87213	4.789e-05	28
4975	HIP1R	gene	87199	4.788e-05	26
4976	JAGN1	gene	87052	4.78e-05	21
4977	MRPS36	gene	87033	4.779e-05	26
4978	EZH1	gene	87014	4.778e-05	25
4979	TOPBP1	gene	87007	4.778e-05	25
4980	DDR1	gene	86992	4.777e-05	28
4981	TGFB2	gene	86967	4.776e-05	22
4982	VRK1	gene	86965	4.775e-05	36
4983	GRIN2A	gene	86955	4.775e-05	20
4984	KLHL23	gene	86950	4.775e-05	22
4985	RABL2B	gene	86947	4.774e-05	22
4986	MICALL2	gene	86937	4.774e-05	24
4987	CBFA2T3	gene	86918	4.773e-05	26
4988	ANKRD28	gene	86897	4.772e-05	36
4989	SLAMF1	gene	86855	4.769e-05	31
4990	HAUS5	gene	86829	4.768e-05	24
4991	BTG3	gene	86823	4.768e-05	21
4992	TNIP1	gene	86806	4.767e-05	33
4993	DCUN1D2	gene	86785	4.766e-05	23
4994	HSPB8	gene	86771	4.765e-05	25
4995	PNPT1	gene	86720	4.762e-05	29
4996	LGALS1	gene	86688	4.76e-05	33
4997	SP4	gene	86657	4.758e-05	25
4998	DLST	gene	86652	4.758e-05	31
4999	ARF5	gene	86647	4.758e-05	30
5000	LIMK1	gene	86618	4.756e-05	24
5001	UBE2V2	gene	86590	4.755e-05	30
5002	UHRF2	gene	86582	4.754e-05	32
5003	GRB10	gene	86579	4.754e-05	25
5004	IDH2	gene	86553	4.753e-05	34
5005	TUBA3E	gene	86550	4.753e-05	24
5006	GJB1	gene	86536	4.752e-05	19
5007	ACAT1	gene	86529	4.751e-05	35
5008	ARGLU1	gene	86477	4.749e-05	44
5009	COG5	gene	86467	4.748e-05	21
5010	DHX37	gene	86446	4.747e-05	32
5011	TRIP4	gene	86436	4.746e-05	33
5012	PKD1	gene	86430	4.746e-05	20
5013	TSPAN1	gene	86387	4.744e-05	18
5014	ABCF2	gene	86347	4.741e-05	40
5015	GABBR1	gene	86319	4.74e-05	18
5016	NCF1	gene	86317	4.74e-05	27
5017	GTF3C4	gene	86283	4.738e-05	30
5018	HCFC2	gene	86253	4.736e-05	28
5019	LEP	gene	86208	4.734e-05	20
5020	PON2	gene	86207	4.734e-05	29
5021	MARCKS	gene	86167	4.732e-05	35
5022	COG7	gene	86165	4.731e-05	22
5023	EIF4E2	gene	86149	4.731e-05	30
5024	NGDN	gene	86146	4.73e-05	28
5025	BPHL	gene	86130	4.73e-05	19
5026	CFL2	gene	86125	4.729e-05	31
5027	ZC3H8	gene	86106	4.728e-05	26
5028	ANKRD22	gene	86103	4.728e-05	20
5029	IFT27	gene	86082	4.727e-05	22
5030	TTF2	gene	86055	4.725e-05	29
5031	ELOF1	gene	86032	4.724e-05	26
5032	BTNL8	gene	86026	4.724e-05	20
5033	WNT1	gene	86017	4.723e-05	17
5034	RFXAP	gene	86002	4.723e-05	24
5035	RNF113A	gene	85959	4.72e-05	24
5036	USP28	gene	85947	4.72e-05	30
5037	STK26	gene	85929	4.719e-05	26
5038	TMEM9	gene	85913	4.718e-05	32
5039	NCAM1	gene	85900	4.717e-05	24
5040	UTP15	gene	85888	4.716e-05	30
5041	ECPAS	gene	85874	4.716e-05	33
5042	CFLAR	gene	85854	4.714e-05	24
5043	TRIM26	gene	85845	4.714e-05	34
5044	ASPH	gene	85843	4.714e-05	34
5045	NSDHL	gene	85827	4.713e-05	46
5046	KCTD2	gene	85793	4.711e-05	27
5047	RCC1	gene	85787	4.711e-05	32
5048	PSMB3	gene	85779	4.71e-05	27
5049	NRIP1	gene	85746	4.708e-05	24
5050	LYRM7	gene	85733	4.708e-05	40
5051	USO1	gene	85701	4.706e-05	29
5052	GCAT	gene	85686	4.705e-05	32
5053	TP63	gene	85681	4.705e-05	29
5054	NDUFC2-KCTD14	gene	85626	4.702e-05	23
5055	MT-ATP6	gene	85621	4.702e-05	24
5056	STX17	gene	85609	4.701e-05	21
5057	MYL9	gene	85592	4.7e-05	26
5058	CXXC4	gene	85567	4.699e-05	26
5059	STX2	gene	85547	4.698e-05	22
5060	KDM2B	gene	85536	4.697e-05	28
5061	NLRP3	gene	85506	4.695e-05	27
5062	TEX48	gene	85488	4.694e-05	43
5063	CRY1	gene	85487	4.694e-05	24
5064	DENR	gene	85475	4.694e-05	32
5065	GNG8	gene	85469	4.693e-05	17
5066	SLC9A1	gene	85432	4.691e-05	21
5067	CAMK2G	gene	85416	4.69e-05	28
5068	CNOT11	gene	85378	4.688e-05	25
5069	PLXNB1	gene	85365	4.688e-05	18
5070	SEC23B	gene	85361	4.687e-05	30
5071	DPYSL3	gene	85359	4.687e-05	20
5072	ZNRD2	gene	85346	4.687e-05	36
5073	SKAP1	gene	85343	4.686e-05	26
5074	ARF3	gene	85323	4.685e-05	30
5075	PPFIBP1	gene	85311	4.685e-05	25
5076	CBLB	gene	85305	4.684e-05	23
5077	ITIH4	gene	85294	4.684e-05	20
5078	NUP54	gene	85280	4.683e-05	26
5079	ZNF587	gene	85278	4.683e-05	22
5080	MFSD5	gene	85251	4.681e-05	24
5081	SAMM50	gene	85216	4.679e-05	27
5082	GRIK2	gene	85213	4.679e-05	18
5083	PEX12	gene	85213	4.679e-05	18
5084	TSNAX	gene	85208	4.679e-05	32
5085	RHD	gene	85189	4.678e-05	15
5086	AP1G2	gene	85165	4.677e-05	21
5087	H2BC18	gene	85155	4.676e-05	31
5088	PLXNA1	gene	85151	4.676e-05	21
5089	TEAD4	gene	85146	4.676e-05	22
5090	ZNRF4	gene	85138	4.675e-05	29
5091	PIK3CD	gene	85131	4.675e-05	18
5092	RAB20	gene	85110	4.674e-05	25
5093	TCF7	gene	85107	4.673e-05	20
5094	ACLY	gene	85092	4.673e-05	38
5095	ACSS2	gene	85090	4.672e-05	25
5096	ZNF664	gene	85089	4.672e-05	21
5097	GNG10	gene	85082	4.672e-05	17
5098	CLNS1A	gene	85009	4.668e-05	35
5099	COPZ1	gene	85008	4.668e-05	26
5100	PAPPA	gene	84970	4.666e-05	17
5101	POLR3F	gene	84970	4.666e-05	22
5102	PPIP5K1	gene	84960	4.665e-05	28
5103	LOC102723407	gene	84929	4.664e-05	19
5104	CACNA1H	gene	84927	4.664e-05	18
5105	ZC3H3	gene	84873	4.661e-05	38
5106	GOSR2	gene	84861	4.66e-05	18
5107	UBE2B	gene	84850	4.659e-05	26
5108	CYB5A	gene	84846	4.659e-05	20
5109	ATP6V1G3	gene	84830	4.658e-05	18
5110	ZBTB26	gene	84809	4.657e-05	16
5111	PRAMEF2	gene	84790	4.656e-05	50
5112	MAGED2	gene	84782	4.656e-05	33
5113	ADH7	gene	84781	4.655e-05	13
5114	PUM2	gene	84781	4.655e-05	35
5115	DERL2	gene	84777	4.655e-05	21
5116	TLE5	gene	84769	4.655e-05	25
5117	QTRT1	gene	84761	4.654e-05	21
5118	HBEGF	gene	84726	4.652e-05	24
5119	ZNF771	gene	84694	4.651e-05	41
5120	EAF2	gene	84694	4.651e-05	23
5121	CD40	gene	84676	4.65e-05	23
5122	LMNB2	gene	84651	4.648e-05	31
5123	DAZL	gene	84645	4.648e-05	43
5124	FBXW8	gene	84645	4.648e-05	31
5125	ATAD2B	gene	84635	4.647e-05	33
5126	PDE4DIP	gene	84631	4.647e-05	30
5127	DNAJC8	gene	84623	4.647e-05	37
5128	HTR1F	gene	84585	4.645e-05	14
5129	SKA3	gene	84583	4.645e-05	35
5130	KRT1	gene	84571	4.644e-05	32
5131	XRCC4	gene	84558	4.643e-05	22
5132	ERLIN1	gene	84557	4.643e-05	26
5133	NCAPH	gene	84550	4.643e-05	35
5134	ADIPOQ	gene	84527	4.642e-05	23
5135	BBS1	gene	84515	4.641e-05	22
5136	CDCA8	gene	84495	4.64e-05	30
5137	PPP1R8	gene	84484	4.639e-05	30
5138	RNF185	gene	84484	4.639e-05	24
5139	WDCP	gene	84480	4.639e-05	28
5140	WLS	gene	84470	4.638e-05	21
5141	DPF2	gene	84439	4.637e-05	26
5142	SRP14	gene	84433	4.636e-05	37
5143	MEF2D	gene	84426	4.636e-05	27
5144	SAMD13	gene	84397	4.634e-05	32
5145	EEA1	gene	84396	4.634e-05	26
5146	ATG101	gene	84389	4.634e-05	25
5147	FCGR3A	gene	84387	4.634e-05	18
5148	EFNA5	gene	84383	4.634e-05	20
5149	ANXA6	gene	84376	4.633e-05	27
5150	THOC5	gene	84369	4.633e-05	28
5151	EMSY	gene	84343	4.631e-05	30
5152	TDO2	gene	84329	4.631e-05	14
5153	PCCB	gene	84284	4.628e-05	30
5154	NOD2	gene	84277	4.628e-05	25
5155	MARCHF5	gene	84274	4.628e-05	26
5156	CCND3	gene	84274	4.628e-05	24
5157	GIT2	gene	84255	4.627e-05	21
5158	STK24	gene	84245	4.626e-05	22
5159	NDUFAF2	gene	84234	4.625e-05	25
5160	XRCC3	gene	84230	4.625e-05	34
5161	MAP9	gene	84219	4.625e-05	27
5162	DEFA1B	gene	84210	4.624e-05	28
5163	CREB5	gene	84190	4.623e-05	22
5164	FRMD4A	gene	84187	4.623e-05	21
5165	SART3	gene	84182	4.623e-05	36
5166	SUGP1	gene	84179	4.622e-05	31
5167	CHMP4A	gene	84156	4.621e-05	23
5168	RXRG	gene	84142	4.62e-05	22
5169	DCD	gene	84135	4.62e-05	31
5170	INTS3	gene	84132	4.62e-05	25
5171	CEP192	gene	84106	4.618e-05	37
5172	TIMMDC1	gene	84086	4.617e-05	22
5173	LAMA4	gene	84080	4.617e-05	19
5174	ECI2	gene	84054	4.616e-05	42
5175	CNR2	gene	84036	4.615e-05	27
5176	LCMT1	gene	84014	4.613e-05	17
5177	ESRRB	gene	84014	4.613e-05	35
5178	ADCK5	gene	84003	4.613e-05	35
5179	PFKFB1	gene	84001	4.613e-05	23
5180	BRIP1	gene	83963	4.611e-05	29
5181	RHPN2	gene	83911	4.608e-05	25
5182	HOMEZ	gene	83902	4.607e-05	31
5183	CCN2	gene	83902	4.607e-05	23
5184	FST	gene	83877	4.606e-05	20
5185	PPA1	gene	83858	4.605e-05	35
5186	FAM13A	gene	83848	4.604e-05	30
5187	CHCHD5	gene	83841	4.604e-05	18
5188	SNAPC4	gene	83834	4.603e-05	28
5189	IMP4	gene	83809	4.602e-05	26
5190	ARHGEF3	gene	83787	4.601e-05	28
5191	PLD6	gene	83780	4.601e-05	21
5192	FGR	gene	83771	4.6e-05	26
5193	DUX4	gene	83761	4.599e-05	33
5194	CREB3L1	gene	83688	4.595e-05	18
5195	CEP63	gene	83686	4.595e-05	28
5196	MINK1	gene	83648	4.593e-05	26
5197	SNRNP27	gene	83584	4.59e-05	33
5198	MAPK12	gene	83581	4.59e-05	22
5199	C5orf22	gene	83578	4.589e-05	20
5200	U2SURP	gene	83560	4.588e-05	35
5201	ALG5	gene	83522	4.586e-05	28
5202	DCAF4	gene	83522	4.586e-05	21
5203	LAT	gene	83495	4.585e-05	22
5204	RNF168	gene	83491	4.585e-05	27
5205	PMF1	gene	83475	4.584e-05	31
5206	GP2	gene	83470	4.583e-05	20
5207	CGREF1	gene	83465	4.583e-05	23
5208	YIPF5	gene	83456	4.583e-05	29
5209	RCL1	gene	83450	4.582e-05	30
5210	BCL2L12	gene	83436	4.582e-05	28
5211	C12orf43	gene	83415	4.58e-05	31
5212	FMO5	gene	83384	4.579e-05	49
5213	DYRK1B	gene	83379	4.578e-05	28
5214	PLEKHG2	gene	83336	4.576e-05	28
5215	EPHA7	gene	83318	4.575e-05	24
5216	PTPRCAP	gene	83299	4.574e-05	28
5217	SEC61A2	gene	83297	4.574e-05	33
5218	SORBS3	gene	83220	4.57e-05	30
5219	IL2	gene	83178	4.567e-05	21
5220	CD274	gene	83172	4.567e-05	24
5221	STMN1	gene	83138	4.565e-05	35
5222	RYK	gene	83117	4.564e-05	23
5223	REPS1	gene	83113	4.564e-05	24
5224	USP2	gene	83102	4.563e-05	29
5225	TMEM254	gene	83091	4.563e-05	32
5226	PPP4R3A	gene	83063	4.561e-05	31
5227	PIGX	gene	83040	4.56e-05	35
5228	FAM160B1	gene	83025	4.559e-05	41
5229	PPP6C	gene	83025	4.559e-05	29
5230	KCNAB2	gene	83010	4.558e-05	25
5231	CPLX1	gene	82995	4.557e-05	19
5232	PSMB10	gene	82992	4.557e-05	32
5233	EFNB3	gene	82992	4.557e-05	20
5234	VBP1	gene	82981	4.557e-05	29
5235	DUSP10	gene	82966	4.556e-05	24
5236	RAB13	gene	82953	4.555e-05	25
5237	PFKP	gene	82951	4.555e-05	32
5238	SLC22A23	gene	82935	4.554e-05	22
5239	MICALL1	gene	82934	4.554e-05	33
5240	ANKRD6	gene	82919	4.553e-05	18
5241	CMTM4	gene	82889	4.552e-05	18
5242	MMP14	gene	82887	4.551e-05	25
5243	MEA1	gene	82880	4.551e-05	23
5244	CLK3	gene	82875	4.551e-05	33
5245	RYR1	gene	82855	4.55e-05	19
5246	KLF13	gene	82848	4.549e-05	24
5247	HSPA13	gene	82845	4.549e-05	33
5248	CHMP2B	gene	82836	4.549e-05	20
5249	METTL7A	gene	82824	4.548e-05	27
5250	PRRC2B	gene	82802	4.547e-05	41
5251	TSR1	gene	82791	4.546e-05	40
