rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score
5801	LAMA5	gene	71212	3.91e-05	19	0.01062284
5802	PRKCE	gene	71189	3.909e-05	26	0.00598182
5803	DPF3	gene	71161	3.908e-05	19	0.0057464
5804	TOX3	gene	71159	3.907e-05	18	0.01784116
5805	POLR2M	gene	71155	3.907e-05	27	0.00621276
5806	CAPN1	gene	71154	3.907e-05	26	0.00687498
5807	GNA15	gene	71151	3.907e-05	19	0.0082773
5808	STK3	gene	71148	3.907e-05	25	0.00765722
5809	TMEM134	gene	71136	3.906e-05	11	0.04783565
5810	OSBPL7	gene	71134	3.906e-05	12	0.05433789
5811	GCG	gene	71122	3.905e-05	19	0.00801073
5812	GATD3A	gene	71118	3.905e-05	28	0.00886514
5813	EDF1	gene	71080	3.903e-05	32	0.00384052
5814	ZNF254	gene	71074	3.903e-05	9	0.13209057
5815	STK4	gene	71070	3.903e-05	25	0.00650703
5816	COX7A2	gene	71070	3.903e-05	26	0.0053769
5817	UBE2B	gene	71058	3.902e-05	26	0.00699021
5818	FST	gene	71043	3.901e-05	20	0.01120963
5819	PTAR1	gene	71001	3.899e-05	13	0.02225651
5820	C1QTNF9B	gene	70993	3.898e-05	9	0.09477368
5821	GPS1	gene	70988	3.898e-05	24	0.00626878
5822	PCDHGB4	gene	70987	3.898e-05	23	0.01258014
5823	PPP6R3	gene	70966	3.897e-05	29	0.00502878
5824	IFT27	gene	70956	3.896e-05	22	0.01062457
5825	CENPB	gene	70925	3.895e-05	27	0.01175694
5826	THOC5	gene	70918	3.894e-05	28	0.00584818
5827	CCDC148	gene	70899	3.893e-05	10	0.10107613
5828	DDX47	gene	70894	3.893e-05	29	0.00315545
5829	TARS1	gene	70872	3.892e-05	31	0.00506203
5830	ATF3	gene	70865	3.891e-05	28	0.00457878
5831	LCOR	gene	70864	3.891e-05	28	0.00681091
5832	HNRNPH3	gene	70835	3.89e-05	31	0.00253582
5833	LCA5	gene	70801	3.888e-05	24	0.00870899
5834	CRY2	gene	70789	3.887e-05	25	0.00771428
5835	CORO2B	gene	70786	3.887e-05	15	0.03417877
5836	USP4	gene	70774	3.886e-05	30	0.00579255
5837	ZNF491	gene	70774	3.886e-05	10	0.10752242
5838	XK	gene	70758	3.885e-05	10	0.11455541
5839	GRIN2A	gene	70720	3.883e-05	20	0.00954274
5840	RCL1	gene	70710	3.883e-05	30	0.00504626
5841	ZNRD1	gene	70706	3.883e-05	29	0.00439076
5842	LEP	gene	70672	3.881e-05	20	0.01213711
5843	LOC102723407	gene	70645	3.879e-05	19	0.0082553
5844	PHF6	gene	70620	3.878e-05	29	0.00340034
5845	REPS1	gene	70586	3.876e-05	24	0.005156
5846	MEIS3	gene	70583	3.876e-05	10	0.05860924
5847	OCIAD1	gene	70575	3.875e-05	27	0.00644483
5848	ELOF1	gene	70569	3.875e-05	26	0.00662393
5849	GRIA2	gene	70566	3.875e-05	22	0.00892371
5850	ZC3H4	gene	70555	3.874e-05	30	0.00494513
5851	NCOA5	gene	70549	3.874e-05	29	0.00792576
5852	H3Y2	gene	70538	3.873e-05	30	0.0047833
5853	CNOT11	gene	70535	3.873e-05	25	0.00719314
5854	H3Y1	gene	70521	3.872e-05	30	0.0047833
5855	LTF	gene	70519	3.872e-05	24	0.00686569
5856	TET1	gene	70504	3.872e-05	24	0.00554252
5857	CLIC4	gene	70500	3.871e-05	27	0.00825081
5858	RIT1	gene	70470	3.87e-05	35	0.00380119
5859	ZNF431	gene	70450	3.869e-05	14	0.0453284
5860	TMEM86A	gene	70447	3.868e-05	7	0.19492603
5861	TGFB2	gene	70445	3.868e-05	22	0.00727197
5862	KCNH8	gene	70424	3.867e-05	11	0.03114445
5863	RCOR2	gene	70420	3.867e-05	29	0.00654628
5864	KIF1A	gene	70378	3.865e-05	24	0.0080365
5865	SALL1	gene	70363	3.864e-05	27	0.00761947
5866	TRIM29	gene	70343	3.863e-05	29	0.00555782
5867	CAV2	gene	70322	3.862e-05	25	0.00639035
5868	INTS3	gene	70310	3.861e-05	25	0.00642902
5869	WLS	gene	70300	3.86e-05	21	0.01279169
5870	ZWINT	gene	70299	3.86e-05	26	0.00898509
5871	PTPA	gene	70266	3.858e-05	23	0.00665898
5872	RABAC1	gene	70260	3.858e-05	22	0.01113992
5873	BMPR1B	gene	70252	3.858e-05	19	0.00898941
5874	EDEM3	gene	70247	3.857e-05	23	0.00617107
5875	ZDHHC15	gene	70244	3.857e-05	10	0.11881604
5876	SERPINA11	gene	70241	3.857e-05	5	0.21941132
5877	SEC24A	gene	70230	3.856e-05	23	0.00781972
5878	CREB5	gene	70229	3.856e-05	22	0.00803038
5879	ERCC1	gene	70215	3.856e-05	27	0.00558031
5880	DCUN1D2	gene	70189	3.854e-05	23	0.00767008
5881	SUMO4	gene	70167	3.853e-05	24	0.00912947
5882	DCLRE1C	gene	70165	3.853e-05	26	0.00615028
5883	ASPM	gene	70160	3.853e-05	25	0.00995135
5884	CACNG2	gene	70153	3.852e-05	18	0.00817316
5885	H2AC11	gene	70109	3.85e-05	28	0.00383377
5886	GNGT1	gene	70103	3.849e-05	19	0.00787853
5887	CCDC113	gene	70100	3.849e-05	12	0.06077619
5888	IGKV2D-40	gene	70085	3.848e-05	21	0.00683226
5889	AMMECR1L	gene	70081	3.848e-05	13	0.02739858
5890	FANK1	gene	70068	3.848e-05	11	0.0368041
5891	DSG1	gene	70048	3.846e-05	24	0.00874253
5892	VPS39	gene	70031	3.846e-05	23	0.00877284
5893	EPB41L2	gene	70031	3.846e-05	27	0.00521466
5894	ACOX1	gene	70031	3.846e-05	23	0.01093501
5895	BRIP1	gene	70004	3.844e-05	29	0.00652685
5896	PRMT6	gene	70002	3.844e-05	25	0.00933112
5897	ATF6	gene	69984	3.843e-05	24	0.00977805
5898	C19orf44	gene	69982	3.843e-05	13	0.06342222
5899	COG5	gene	69979	3.843e-05	21	0.01022305
5900	LAT	gene	69975	3.842e-05	22	0.00703061
5901	EIF3J	gene	69956	3.841e-05	31	0.00299938
5902	CILP2	gene	69954	3.841e-05	9	0.10483772
5903	PLK4	gene	69949	3.841e-05	25	0.00844594
5904	MFSD6	gene	69942	3.841e-05	8	0.10763706
5905	STK24	gene	69937	3.84e-05	22	0.00898553
5906	PPM1A	gene	69935	3.84e-05	28	0.00622391
5907	DENND2C	gene	69927	3.84e-05	16	0.04180384
5908	COMT	gene	69917	3.839e-05	27	0.00674348
5909	WEE1	gene	69898	3.838e-05	25	0.0070854
5910	KATNAL2	gene	69898	3.838e-05	28	0.00505287
5911	FAM102A	gene	69894	3.838e-05	13	0.04237494
5912	ITIH4	gene	69883	3.837e-05	20	0.00817937
5913	AK7	gene	69880	3.837e-05	16	0.03331628
5914	ZNF518B	gene	69879	3.837e-05	13	0.04764985
5915	STOML2	gene	69871	3.837e-05	29	0.00509411
5916	FBXL19	gene	69871	3.837e-05	28	0.00569195
5917	STK33	gene	69861	3.836e-05	15	0.02725799
5918	LASP1	gene	69860	3.836e-05	27	0.00520099
5919	ZNF432	gene	69859	3.836e-05	5	0.22303116
5920	MAP1LC3C	gene	69855	3.836e-05	23	0.0091038
5921	NME7	gene	69852	3.836e-05	24	0.00818857
5922	RHOBTB1	gene	69827	3.834e-05	26	0.00614755
5923	SYT13	gene	69814	3.834e-05	6	0.1884842
5924	CEP131	gene	69812	3.834e-05	27	0.00671185
5925	PTPRC	gene	69810	3.833e-05	24	0.00820904
5926	TMEM184C	gene	69779	3.832e-05	15	0.02497247
5927	CARNS1	gene	69773	3.831e-05	11	0.0691041
5928	ELOVL7	gene	69771	3.831e-05	10	0.09674598
5929	SP8	gene	69770	3.831e-05	9	0.09673829
5930	AKR1B1	gene	69740	3.83e-05	24	0.0091389
5931	H2AC12	gene	69729	3.829e-05	29	0.00387833
5932	STAMBP	gene	69726	3.829e-05	25	0.0070951
5933	CALR3	gene	69725	3.829e-05	25	0.00686962
5934	TMEM203	gene	69718	3.828e-05	9	0.15379469
5935	BCAS1	gene	69718	3.828e-05	9	0.09501119
5936	AIMP1	gene	69717	3.828e-05	28	0.00453938
5937	KBTBD8	gene	69713	3.828e-05	22	0.00710742
5938	BACE1	gene	69705	3.828e-05	22	0.00749528
5939	RNF141	gene	69684	3.826e-05	9	0.06852267
5940	TTC19	gene	69665	3.825e-05	25	0.00904575
5941	ZNF574	gene	69660	3.825e-05	32	0.00630828
5942	CYB5R3	gene	69653	3.825e-05	25	0.00774262
5943	BASP1	gene	69632	3.824e-05	29	0.00385088
5944	MLXIP	gene	69608	3.822e-05	14	0.02605558
5945	TWIST1	gene	69605	3.822e-05	24	0.00669316
5946	CAPN2	gene	69569	3.82e-05	24	0.00776912
5947	SLC2A8	gene	69566	3.82e-05	29	0.00598871
5948	ZNF492	gene	69556	3.819e-05	9	0.15387209
5949	CHRNA9	gene	69553	3.819e-05	22	0.01283971
5950	ST3GAL6	gene	69538	3.818e-05	11	0.06180075
5951	BUD13	gene	69527	3.818e-05	27	0.00495481
5952	FANCI	gene	69525	3.818e-05	29	0.00664214
5953	DDX10	gene	69512	3.817e-05	30	0.00657137
5954	MBP	gene	69485	3.816e-05	25	0.00767884
5955	TEAD4	gene	69478	3.815e-05	22	0.00745962
5956	CIAO2B	gene	69454	3.814e-05	26	0.00885329
5957	HSD17B4	gene	69436	3.813e-05	26	0.00512033
5958	PCDHB12	gene	69433	3.813e-05	11	0.03915213
5959	SUCLA2	gene	69426	3.812e-05	25	0.00775589
5960	GPR39	gene	69417	3.812e-05	10	0.08543615
5961	ATP6V1G2	gene	69391	3.81e-05	20	0.01072081
5962	H2AC1	gene	69382	3.81e-05	28	0.00343341
5963	CYB561	gene	69377	3.81e-05	10	0.04221687
5964	BBS1	gene	69369	3.809e-05	22	0.01227097
5965	FGF5	gene	69343	3.808e-05	21	0.00735337
5966	TMEM222	gene	69335	3.807e-05	10	0.0907974
5967	SNX13	gene	69320	3.806e-05	13	0.03171348
5968	CACNG4	gene	69315	3.806e-05	18	0.01110228
5969	TRIM11	gene	69311	3.806e-05	26	0.0094819
5970	ECT2L	gene	69308	3.806e-05	10	0.09185029
5971	C10orf53	gene	69308	3.806e-05	12	0.04928639
5972	SERPINE1	gene	69307	3.806e-05	22	0.00882106
5973	PHF20L1	gene	69300	3.805e-05	25	0.0066778
5974	CFAP20	gene	69287	3.805e-05	22	0.00780352
5975	AFAP1L1	gene	69285	3.805e-05	15	0.03075974
5976	ITGB7	gene	69279	3.804e-05	22	0.00845277
5977	UTY	gene	69256	3.803e-05	28	0.00447534
5978	TMEM116	gene	69249	3.803e-05	7	0.12034498
5979	E7ENQ6_HUMAN	gene	69215	3.801e-05	25	0.00687973
5980	CHMP4A	gene	69214	3.801e-05	23	0.00901289
5981	AHCTF1	gene	69212	3.801e-05	25	0.00509567
5982	TTPA	gene	69210	3.8e-05	9	0.13339984
5983	ZBTB39	gene	69206	3.8e-05	11	0.07690742
5984	DDX3Y	gene	69204	3.8e-05	28	0.00867811
5985	CIB1	gene	69200	3.8e-05	23	0.01015889
5986	ZC3H8	gene	69192	3.799e-05	26	0.00587995
5987	NRIP1	gene	69190	3.799e-05	24	0.0062297
5988	IKZF3	gene	69169	3.798e-05	26	0.00776012
5989	GATC	gene	69157	3.798e-05	26	0.00702081
5990	NOS1	gene	69135	3.796e-05	22	0.00722854
5991	NR2F2	gene	69088	3.794e-05	26	0.00768637
5992	SP110	gene	69066	3.793e-05	26	0.00700176
5993	CHCHD10	gene	69064	3.792e-05	26	0.00865329
5994	WDTC1	gene	69057	3.792e-05	24	0.00798261
5995	RXRB	gene	69053	3.792e-05	24	0.00637584
5996	SAFB2	gene	69049	3.792e-05	28	0.00602944
5997	NAPSA	gene	69047	3.791e-05	13	0.05057292
5998	FOXO3B	gene	69033	3.791e-05	14	0.03624453
5999	CLASP2	gene	69030	3.791e-05	25	0.00542396
6000	PLXNA1	gene	69019	3.79e-05	21	0.01011531
6001	TMEM14C	gene	69015	3.79e-05	13	0.04203321
6002	TRIM32	gene	69003	3.789e-05	24	0.00641114
6003	EPOP	gene	68996	3.789e-05	27	0.00534205
6004	SCFD1	gene	68977	3.788e-05	24	0.00482959
6005	SYDE2	gene	68968	3.787e-05	17	0.01832439
6006	GPR137B	gene	68959	3.787e-05	10	0.04216477
6007	SIGLECL1	gene	68952	3.786e-05	25	0.00991319
6008	FOXE1	gene	68946	3.786e-05	27	0.00810832
6009	RNF168	gene	68944	3.786e-05	27	0.00525979
6010	KLHL3	gene	68943	3.786e-05	21	0.00861057
6011	ZNF320	gene	68943	3.786e-05	12	0.05974944
6012	TCHP	gene	68913	3.784e-05	25	0.0061
6013	NAA38	gene	68912	3.784e-05	27	0.00701041
6014	PEX13	gene	68868	3.782e-05	19	0.01263479
6015	CLASP1	gene	68868	3.782e-05	24	0.00725102
6016	SLC27A1	gene	68859	3.781e-05	27	0.00556904
6017	GABBR1	gene	68844	3.78e-05	18	0.01019806
6018	CSTF3	gene	68812	3.779e-05	26	0.00521228
6019	MT-ATP6	gene	68810	3.778e-05	24	0.00781916
6020	ACTR10	gene	68799	3.778e-05	22	0.00595205
6021	SLC9A1	gene	68780	3.777e-05	21	0.00728421
6022	F12	gene	68779	3.777e-05	20	0.0076977
6023	F2	gene	68771	3.776e-05	19	0.00876182
6024	DERL2	gene	68748	3.775e-05	21	0.00875039
6025	CYP27B1	gene	68723	3.774e-05	28	0.00620377
6026	CDC6	gene	68700	3.772e-05	25	0.00581142
6027	GTPBP8	gene	68699	3.772e-05	31	0.00574826
6028	EZH1	gene	68682	3.771e-05	25	0.00561414
6029	SMO	gene	68669	3.771e-05	18	0.01114153
6030	HSD3B1	gene	68664	3.77e-05	35	0.0029366
6031	NCS1	gene	68629	3.769e-05	22	0.01004114
6032	TNS2	gene	68627	3.768e-05	25	0.00928568
6033	NAF1	gene	68610	3.768e-05	26	0.00732076
6034	BAZ1A	gene	68586	3.766e-05	28	0.00491485
6035	WDR66	gene	68572	3.765e-05	6	0.18823949
6036	NAXE	gene	68563	3.765e-05	26	0.0071237
6037	SPECC1	gene	68552	3.764e-05	25	0.0044375
6038	LAMP3	gene	68548	3.764e-05	24	0.01166322
6039	SCAMP4	gene	68533	3.763e-05	12	0.04165909
6040	ANAPC15	gene	68523	3.763e-05	25	0.00718363
6041	RRP8	gene	68505	3.762e-05	28	0.00701874
6042	ZNF280D	gene	68502	3.762e-05	13	0.03895129
6043	GNAT1	gene	68499	3.761e-05	17	0.00944543
6044	ASAH1	gene	68496	3.761e-05	28	0.00614308
6045	DNTTIP2	gene	68489	3.761e-05	28	0.00418104
6046	LHFPL1	gene	68487	3.761e-05	9	0.11732663
6047	FBLN5	gene	68482	3.76e-05	21	0.01164069
6048	CYB5RL	gene	68477	3.76e-05	8	0.10224169
6049	ZNF845	gene	68471	3.76e-05	13	0.0196537
6050	NPHP3	gene	68464	3.759e-05	22	0.01117451
6051	PPP4R2	gene	68459	3.759e-05	24	0.00665973
6052	LTV1	gene	68459	3.759e-05	29	0.00313332
6053	ZNF365	gene	68454	3.759e-05	15	0.02869954
6054	COA6	gene	68453	3.759e-05	25	0.00636613
6055	NEK2	gene	68450	3.759e-05	25	0.005739
6056	CCDC114	gene	68432	3.758e-05	22	0.00929301
6057	SPTB	gene	68415	3.757e-05	22	0.00916267
6058	SEPTIN9	gene	68412	3.757e-05	29	0.00385305
6059	ZNF324B	gene	68409	3.756e-05	27	0.01090296
6060	AAK1	gene	68378	3.755e-05	23	0.0058209
6061	ABCA4	gene	68373	3.754e-05	14	0.02554133
6062	PHKG2	gene	68367	3.754e-05	23	0.00789504
6063	ETV2	gene	68341	3.753e-05	9	0.12340883
6064	C11orf88	gene	68307	3.751e-05	27	0.00541874
6065	LTBP2	gene	68290	3.75e-05	21	0.01533237
6066	RAVER1	gene	68282	3.749e-05	29	0.00444798
6067	PKP1	gene	68260	3.748e-05	22	0.00954959
6068	AKAP7	gene	68236	3.747e-05	27	0.00639194
6069	YME1L1	gene	68229	3.747e-05	30	0.00389039
6070	FLCN	gene	68216	3.746e-05	24	0.00970728
6071	ZAP70	gene	68213	3.746e-05	22	0.0062804
6072	KLHL21	gene	68205	3.745e-05	21	0.00814311
6073	HSPB8	gene	68187	3.744e-05	25	0.00733885
6074	GIT2	gene	68183	3.744e-05	21	0.00779637
6075	UBA3	gene	68166	3.743e-05	24	0.00834118
6076	TTC9C	gene	68142	3.742e-05	27	0.008248
6077	CISH	gene	68107	3.74e-05	22	0.00719342
6078	NR0B2	gene	68105	3.74e-05	24	0.00796783
6079	CD302	gene	68091	3.739e-05	11	0.06264158
6080	P2RY12	gene	68087	3.739e-05	18	0.00850551
6081	HAUS3	gene	68056	3.737e-05	22	0.00701087
6082	BARX1	gene	68055	3.737e-05	8	0.14174633
6083	DPEP1	gene	68036	3.736e-05	24	0.00934006
6084	TF	gene	68034	3.736e-05	23	0.0058257
6085	MTHFD1	gene	68004	3.734e-05	27	0.00396298
6086	ACTR8	gene	67979	3.733e-05	22	0.00736076
6087	PTPN2	gene	67965	3.732e-05	25	0.00523034
6088	GJB1	gene	67944	3.731e-05	19	0.00975859
6089	IGHV3-11	gene	67931	3.73e-05	20	0.0072448
6090	WDR73	gene	67927	3.73e-05	27	0.00565113
6091	IL7R	gene	67920	3.73e-05	23	0.00863219
6092	LRRN1	gene	67909	3.729e-05	10	0.03684802
6093	MAPK12	gene	67902	3.729e-05	22	0.00786021
6094	CD247	gene	67897	3.728e-05	20	0.00788781
6095	LAMA2	gene	67892	3.728e-05	18	0.00976162
6096	HAVCR2	gene	67888	3.728e-05	24	0.01033484
6097	ATP5MF	gene	67870	3.727e-05	26	0.00670288
6098	FKBP6	gene	67863	3.726e-05	23	0.00898798
6099	MYCBP	gene	67861	3.726e-05	24	0.00723818
6100	STX17	gene	67854	3.726e-05	21	0.00664822
6101	EEF1B2	gene	67839	3.725e-05	28	0.0040188
6102	C1orf122	gene	67804	3.723e-05	13	0.02054245
6103	PRKAB1	gene	67792	3.723e-05	21	0.01084215
6104	PSMB7	gene	67789	3.722e-05	25	0.00444656
6105	MTERF4	gene	67783	3.722e-05	27	0.00361416
6106	DDX31	gene	67771	3.721e-05	28	0.00594808
6107	MRPS36	gene	67743	3.72e-05	26	0.00529211
6108	EXOC8	gene	67726	3.719e-05	21	0.00798846
6109	CYB5B	gene	67725	3.719e-05	21	0.01096755
6110	TRPC6	gene	67719	3.719e-05	21	0.00973932
6111	HMGB2	gene	67702	3.718e-05	27	0.00409755
6112	AKT3	gene	67691	3.717e-05	22	0.00782759
6113	AP1G2	gene	67691	3.717e-05	21	0.00798552
6114	NUP88	gene	67678	3.716e-05	25	0.005852
6115	MARVELD3	gene	67624	3.713e-05	9	0.05926354
6116	ZNF326	gene	67621	3.713e-05	30	0.00428933
6117	NIP7	gene	67619	3.713e-05	29	0.00502743
6118	TP53I13	gene	67616	3.713e-05	32	0.00288419
6119	CSF3	gene	67613	3.713e-05	21	0.0098307
6120	CACNA1A	gene	67610	3.713e-05	19	0.00868814
6121	TTC37	gene	67573	3.711e-05	30	0.00295385
6122	KIF3B	gene	67566	3.71e-05	22	0.0079234
6123	LAMA4	gene	67548	3.709e-05	19	0.00952483
6124	TUBGCP4	gene	67534	3.708e-05	25	0.006809
6125	PKP4	gene	67531	3.708e-05	23	0.00848825
6126	SOST	gene	67486	3.706e-05	22	0.00826258
6127	PKLR	gene	67467	3.705e-05	27	0.00661375
6128	SAFB	gene	67459	3.704e-05	26	0.00475223
6129	STRN4	gene	67454	3.704e-05	23	0.00990993
6130	CENPF	gene	67449	3.704e-05	22	0.00969892
6131	TRPM2	gene	67447	3.704e-05	9	0.03736263
6132	PTPN23	gene	67447	3.704e-05	25	0.007025
6133	TBC1D4	gene	67428	3.703e-05	25	0.00782955
6134	KANSL2	gene	67418	3.702e-05	24	0.00817406
6135	ERLEC1	gene	67413	3.702e-05	21	0.00908086
6136	TRAF5	gene	67412	3.702e-05	22	0.00772159
6137	FOSL1	gene	67404	3.701e-05	27	0.0049284
6138	ZC3H15	gene	67394	3.701e-05	30	0.00372041
6139	NLGN2	gene	67393	3.701e-05	18	0.01082861
6140	IFI44L	gene	67391	3.701e-05	32	0.00277296
6141	GRPR	gene	67389	3.7e-05	20	0.01332685
6142	VMP1	gene	67380	3.7e-05	25	0.00742172
6143	SLC7A13	gene	67359	3.699e-05	8	0.08061427
6144	CNBP	gene	67354	3.699e-05	26	0.00782964
6145	DOT1L	gene	67341	3.698e-05	26	0.00566707
6146	SH2D5	gene	67326	3.697e-05	9	0.12913054
6147	ST8SIA4	gene	67326	3.697e-05	21	0.01227429
6148	EFNB3	gene	67314	3.696e-05	20	0.00912499
6149	GDAP2	gene	67294	3.695e-05	13	0.0395486
6150	USP30	gene	67293	3.695e-05	23	0.00691398
6151	MYO1G	gene	67263	3.694e-05	12	0.02150837
6152	GRIK2	gene	67248	3.693e-05	18	0.00877507
6153	VIPR2	gene	67214	3.691e-05	21	0.0121386
6154	STAT6	gene	67210	3.691e-05	24	0.00797962
6155	NDUFAF2	gene	67200	3.69e-05	25	0.00442766
6156	AFTPH	gene	67194	3.69e-05	20	0.00637526
6157	FCHO2	gene	67169	3.688e-05	22	0.00421929
6158	TMEM53	gene	67158	3.688e-05	9	0.06031377
6159	ACD	gene	67155	3.688e-05	24	0.00666348
6160	CHD5	gene	67150	3.687e-05	25	0.00513615
6161	FBLN1	gene	67149	3.687e-05	19	0.00894789
6162	TXNRD1	gene	67139	3.687e-05	23	0.01065403
6163	CTSZ	gene	67134	3.686e-05	21	0.00630074
6164	CCDC127	gene	67100	3.685e-05	13	0.02461318
6165	ATN1	gene	67095	3.684e-05	21	0.00819326
6166	ING5	gene	67089	3.684e-05	23	0.00669632
6167	CDC45	gene	67077	3.683e-05	24	0.00541754
6168	YLPM1	gene	67056	3.682e-05	27	0.00552357
6169	USP1	gene	67034	3.681e-05	24	0.0074072
6170	PRR3	gene	67015	3.68e-05	31	0.0064494
6171	FGF22	gene	66947	3.676e-05	21	0.00658296
6172	NFATC2IP	gene	66853	3.671e-05	24	0.00966992
6173	EIF3CL	gene	66853	3.671e-05	30	0.00262731
6174	GRK2	gene	66842	3.67e-05	22	0.00523115
6175	NPC1L1	gene	66837	3.67e-05	12	0.06098553
6176	P3H3	gene	66826	3.67e-05	21	0.01061953
6177	RBP7	gene	66825	3.669e-05	12	0.05426405
6178	EFNA5	gene	66797	3.668e-05	20	0.01057694
6179	USP54	gene	66794	3.668e-05	26	0.00625624
6180	RIN2	gene	66783	3.667e-05	14	0.03137334
6181	HBS1L	gene	66756	3.666e-05	25	0.0076903
6182	MAP2K7	gene	66746	3.665e-05	24	0.00660161
6183	PDE8A	gene	66745	3.665e-05	11	0.0201192
6184	GSPT1	gene	66740	3.665e-05	28	0.00485174
6185	PUS10	gene	66728	3.664e-05	7	0.21183279
6186	MCEE	gene	66708	3.663e-05	8	0.16067775
6187	RNASEH2A	gene	66683	3.662e-05	26	0.00744478
6188	DPF2	gene	66681	3.662e-05	26	0.00519605
6189	CCND3	gene	66674	3.661e-05	24	0.0071343
6190	RBM34	gene	66673	3.661e-05	28	0.00578067
6191	U2AF1	gene	66651	3.66e-05	29	0.00283434
6192	PFDN5	gene	66636	3.659e-05	23	0.00472862
6193	HHLA2	gene	66626	3.659e-05	7	0.14490969
6194	IMP4	gene	66609	3.658e-05	26	0.00441452
6195	FTSJ3	gene	66563	3.655e-05	28	0.00392991
6196	SCGB2A2	gene	66534	3.654e-05	22	0.01238606
6197	LUC7L3	gene	66528	3.653e-05	27	0.00386016
6198	SUFU	gene	66517	3.653e-05	24	0.00953251
6199	EFHC2	gene	66500	3.652e-05	19	0.00968562
6200	SLC15A1	gene	66490	3.651e-05	21	0.01275259
6201	PRKD2	gene	66469	3.65e-05	23	0.00861127
6202	GSE1	gene	66469	3.65e-05	24	0.00544816
6203	PLCB3	gene	66467	3.65e-05	20	0.00663347
6204	LRIF1	gene	66449	3.649e-05	26	0.0083414
6205	PSME1	gene	66435	3.648e-05	25	0.004756
6206	FOXJ2	gene	66432	3.648e-05	27	0.00829808
6207	PTH1R	gene	66420	3.647e-05	18	0.01084636
6208	SDR42E1	gene	66414	3.647e-05	34	0.00288549
6209	THRB	gene	66413	3.647e-05	24	0.00670364
6210	RYR1	gene	66407	3.647e-05	19	0.0069201
6211	COG8	gene	66404	3.646e-05	19	0.01107815
6212	FAM3A	gene	66400	3.646e-05	8	0.12610282
6213	GALNT5	gene	66391	3.646e-05	8	0.09948835
6214	GNG8	gene	66390	3.646e-05	17	0.00679754
6215	KDM5A	gene	66384	3.645e-05	24	0.00479506
6216	WBP4	gene	66374	3.645e-05	26	0.00521578
6217	HEATR5A	gene	66364	3.644e-05	16	0.0170662
6218	STX19	gene	66361	3.644e-05	21	0.00714596
6219	LARS1	gene	66351	3.643e-05	25	0.00554468
6220	CPLX1	gene	66331	3.642e-05	19	0.00721472
6221	HLA-DQA1	gene	66330	3.642e-05	21	0.00927567
6222	TLR3	gene	66316	3.642e-05	21	0.00730965
6223	CYB5A	gene	66316	3.642e-05	20	0.01028019
6224	CCDC88A	gene	66307	3.641e-05	25	0.0058959
6225	NAT1	gene	66296	3.64e-05	11	0.03579058
6226	COX4I2	gene	66283	3.64e-05	24	0.00609766
6227	PPP1R13B	gene	66281	3.64e-05	24	0.00601848
6228	SEPTIN7	gene	66272	3.639e-05	27	0.00437442
6229	SLC7A1	gene	66267	3.639e-05	22	0.01253107
6230	IL10	gene	66253	3.638e-05	21	0.00869787
6231	PCDHGB3	gene	66251	3.638e-05	7	0.08751118
6232	GGA3	gene	66241	3.637e-05	21	0.00768278
6233	APBB1IP	gene	66238	3.637e-05	21	0.00744187
6234	TNPO3	gene	66237	3.637e-05	25	0.00866105
6235	POLR3F	gene	66233	3.637e-05	22	0.00952877
6236	FOXS1	gene	66224	3.636e-05	25	0.0084582
6237	CD70	gene	66219	3.636e-05	24	0.00978082
6238	DPYSL3	gene	66209	3.636e-05	20	0.00800888
6239	COX6B2	gene	66206	3.635e-05	25	0.00615433
6240	JUNB	gene	66200	3.635e-05	24	0.00551116
6241	EMC8	gene	66196	3.635e-05	26	0.00376221
6242	ZNF624	gene	66193	3.635e-05	13	0.0198988
6243	RNF113A	gene	66188	3.635e-05	24	0.00398752
6244	MYO1D	gene	66185	3.634e-05	25	0.00570502
6245	NKX3-1	gene	66185	3.634e-05	24	0.00837205
6246	LIN52	gene	66178	3.634e-05	25	0.00733489
6247	PCDHGA5	gene	66176	3.634e-05	21	0.01238704
6248	PPM1J	gene	66174	3.634e-05	13	0.04044744
6249	MAP3K14	gene	66132	3.631e-05	26	0.00569549
6250	CCDC141	gene	66077	3.628e-05	11	0.06486888
6251	SRI	gene	66076	3.628e-05	24	0.00753337
6252	CYP2R1	gene	66075	3.628e-05	5	0.18196172
6253	STN1	gene	66070	3.628e-05	22	0.00751649
6254	TNPO2	gene	66058	3.627e-05	23	0.00924525
6255	INTS1	gene	66040	3.626e-05	22	0.00666421
6256	CACNA1H	gene	66018	3.625e-05	18	0.00821405
6257	PJA1	gene	66009	3.625e-05	23	0.00894048
6258	MSI1	gene	66004	3.624e-05	29	0.005403
6259	MCF2L2	gene	66001	3.624e-05	12	0.03547046
6260	BORCS6	gene	65994	3.624e-05	22	0.00982599
6261	MECOM	gene	65988	3.624e-05	24	0.00449869
6262	SPATA5L1	gene	65976	3.623e-05	24	0.00660077
6263	SPAG1	gene	65976	3.623e-05	24	0.00433353
6264	KIF20B	gene	65940	3.621e-05	22	0.01016279
6265	AP3D1	gene	65938	3.621e-05	22	0.00718281
6266	GUF1	gene	65919	3.62e-05	28	0.00419846
6267	SPATA2L	gene	65897	3.619e-05	10	0.04846345
6268	TRMT10C	gene	65886	3.618e-05	23	0.00790893
